Ref_Date,GEO,FORCE,NORTH,Vector,Coordinate,Value
1988/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,230.9
1988/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,212.2
1989/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,226.5
1989/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,226.8
1989/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,229.8
1989/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,232.2
1989/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,228.2
1989/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,213.3
1989/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,227.4
1989/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,219.4
1989/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,214.7
1989/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,216.7
1989/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,213.8
1989/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,216.4
1990/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,221.5
1990/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,220.7
1990/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,212.4
1990/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,210.5
1990/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,216.8
1990/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,211.4
1990/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,211.4
1990/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,221.1
1990/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,228.0
1990/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,235.3
1990/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,249.4
1990/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,265.5
1991/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,267.2
1991/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,279.5
1991/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,295.2
1991/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,313.4
1991/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,306.4
1991/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,326.4
1991/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,329.1
1991/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,343.6
1991/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,342.5
1991/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,353.9
1991/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,367.0
1991/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,366.3
1992/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,385.0
1992/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,394.7
1992/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,412.6
1992/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,411.4
1992/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,416.8
1992/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,443.0
1992/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,427.2
1992/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,472.0
1992/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,481.4
1992/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,474.2
1992/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,516.9
1992/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,499.2
1993/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,496.8
1993/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,478.3
1993/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,507.0
1993/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,525.1
1993/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,525.5
1993/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,528.6
1993/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,548.9
1993/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,532.9
1993/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,543.0
1993/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,536.4
1993/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,558.8
1993/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,563.8
1994/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,580.2
1994/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,553.1
1994/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,509.3
1994/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,545.7
1994/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,556.1
1994/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,525.8
1994/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,500.3
1994/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,508.4
1994/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,519.0
1994/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,511.6
1994/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,495.5
1994/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,492.2
1995/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,488.8
1995/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,489.9
1995/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,501.6
1995/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,465.1
1995/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,457.7
1995/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,459.2
1995/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,476.1
1995/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,471.5
1995/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,461.2
1995/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,478.0
1995/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,460.7
1995/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,458.2
1996/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,462.4
1996/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,474.9
1996/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,474.0
1996/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,474.0
1996/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,457.5
1996/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,513.2
1996/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,506.4
1996/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,507.4
1996/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,548.9
1996/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,539.8
1996/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,537.5
1996/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,543.7
1997/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,546.4
1997/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,547.1
1997/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,544.2
1997/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,550.3
1997/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,556.2
1997/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,545.3
1997/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,523.6
1997/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,525.5
1997/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,506.5
1997/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,502.9
1997/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,510.5
1997/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,482.7
1998/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,482.6
1998/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,478.6
1998/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,462.0
1998/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,456.6
1998/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,466.6
1998/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,457.4
1998/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,457.1
1998/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,441.7
1998/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,454.2
1998/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,430.5
1998/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,436.9
1998/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,453.1
1999/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,409.7
1999/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,425.3
1999/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,421.3
1999/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,429.1
1999/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,431.4
1999/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,384.3
1999/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,404.5
1999/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,392.0
1999/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,388.4
1999/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,389.3
1999/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,368.6
1999/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,364.9
2000/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,373.1
2000/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,368.9
2000/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,371.0
2000/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,367.0
2000/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,359.7
2000/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,370.7
2000/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,361.0
2000/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,382.4
2000/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,374.9
2000/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,380.1
2000/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,386.1
2000/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,361.9
2001/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,371.9
2001/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,372.1
2001/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,374.7
2001/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,396.6
2001/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,374.9
2001/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,383.9
2001/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,367.7
2001/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,365.3
2001/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,372.2
2001/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,367.5
2001/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,388.8
2001/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,419.9
2002/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,423.3
2002/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,408.8
2002/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,404.4
2002/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,390.6
2002/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,391.5
2002/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,397.3
2002/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,419.7
2002/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,387.6
2002/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,395.7
2002/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,384.2
2002/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,381.0
2002/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,398.8
2003/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,383.3
2003/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,385.7
2003/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,395.3
2003/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,380.6
2003/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,395.4
2003/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,393.5
2003/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,402.5
2003/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,416.8
2003/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,435.6
2003/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,401.8
2003/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,397.2
2003/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,392.6
2004/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,395.1
2004/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,392.7
2004/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,389.7
2004/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,395.0
2004/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,382.3
2004/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,394.2
2004/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,368.4
2004/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,382.6
2004/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,381.6
2004/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,394.1
2004/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,398.3
2004/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,388.5
2005/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,380.6
2005/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,396.6
2005/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,389.5
2005/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,405.9
2005/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,408.0
2005/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,377.2
2005/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,373.1
2005/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,370.9
2005/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,375.8
2005/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,368.2
2005/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,350.5
2005/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,359.0
2006/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,363.3
2006/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,362.0
2006/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,340.6
2006/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,348.7
2006/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,350.3
2006/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,344.1
2006/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,374.6
2006/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,356.9
2006/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,366.5
2006/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,328.3
2006/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,343.7
2006/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,342.6
2007/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,347.3
2007/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,322.6
2007/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,328.9
2007/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,303.7
2007/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,298.1
2007/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,327.5
2007/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,336.1
2007/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,326.6
2007/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,324.5
2007/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,325.6
2007/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,313.7
2007/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,327.0
2008/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,316.8
2008/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,345.0
2008/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,345.6
2008/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,363.8
2008/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,335.0
2008/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,323.3
2008/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,322.3
2008/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,330.9
2008/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,322.5
2008/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,323.8
2008/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,352.4
2008/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,337.6
2009/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,351.4
2009/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,412.7
2009/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,427.6
2009/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,401.9
2009/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,412.4
2009/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,420.6
2009/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,443.2
2009/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,452.7
2009/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,449.4
2009/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,470.5
2009/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,507.4
2009/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,520.1
2010/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,505.6
2010/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,509.3
2010/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,531.5
2010/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,533.7
2010/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,539.0
2010/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,533.4
2010/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,535.1
2010/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,540.5
2010/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,551.8
2010/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,527.5
2010/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,519.3
2010/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,536.0
2011/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,556.4
2011/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,553.2
2011/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,540.5
2011/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,536.4
2011/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,541.7
2011/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,552.8
2011/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,540.4
2011/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,543.6
2011/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,535.7
2011/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,545.7
2011/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,551.3
2011/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,556.7
2012/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,581.3
2012/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,554.9
2012/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,531.9
2012/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,544.9
2012/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,550.5
2012/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,514.6
2012/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,523.0
2012/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,532.3
2012/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,537.2
2012/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,543.1
2012/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,531.2
2012/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,530.9
2013/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,510.6
2013/02,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,504.5
2013/03,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,540.0
2013/04,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,524.8
2013/05,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,516.4
2013/06,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,518.1
2013/07,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,510.6
2013/08,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,526.3
2013/09,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,509.6
2013/10,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,523.0
2013/11,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,498.6
2013/12,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,530.5
2014/01,Canada,Unemployment,"Unclassified industries (x 1,000)",v41379804,1.3.20,507.5
