Ref_Date,GEOGRAPHY,JOBTENURE,INDUSTRY,SEX,Value
2013/11,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,116.1
2013/12,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,116.3
2014/01,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,116.8
2014/02,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.9
2014/03,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.6
2014/04,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.7
2014/05,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,117.5
2014/06,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,120.1
2014/07,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.5
2014/08,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,117.0
2014/09,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,116.8
2014/10,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,119.8
2014/11,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.7
2014/12,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,114.7
2015/01,Canada,Average tenure (months),"Finance, insurance, real estate and leasing",Both sexes,118.0
2010/01,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.9
2010/02,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,89.3
2010/03,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.6
2010/04,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.8
2010/05,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.2
2010/06,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.6
2010/07,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,92.7
2010/08,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.1
2010/09,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,96.4
2010/10,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,98.7
2010/11,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,96.8
2010/12,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,94.8
2011/01,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.2
2011/02,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.4
2011/03,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.3
2011/04,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.7
2011/05,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.8
2011/06,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.5
2011/07,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.4
2011/08,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.6
2011/09,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,93.1
2011/10,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.8
2011/11,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,92.7
2011/12,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,94.8
2012/01,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,89.3
2012/02,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.5
2012/03,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.4
2012/04,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.0
2012/05,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.1
2012/06,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.1
2012/07,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.9
2012/08,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.1
2012/09,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,92.9
2012/10,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.2
2012/11,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,92.8
2012/12,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.4
2013/01,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,91.0
2013/02,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,89.9
2013/03,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.3
2013/04,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.4
2013/05,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,88.6
2013/06,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,89.5
2013/07,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,89.5
2013/08,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.6
2013/09,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,94.2
2013/10,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,94.9
2013/11,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,94.6
2013/12,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,93.3
2014/01,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,92.8
2014/02,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,93.9
2014/03,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,93.7
2014/04,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,94.2
2014/05,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,93.0
2014/06,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,93.8
2014/07,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,92.7
2014/08,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,93.4
2014/09,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,94.1
2014/10,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,90.8
2014/11,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,92.5
2014/12,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,95.2
2015/01,Canada,Average tenure (months),"Professional, scientific and technical services",Both sexes,96.0
2010/01,Canada,Average tenure (months),"Business, building and other support services",Both sexes,70.7
2010/02,Canada,Average tenure (months),"Business, building and other support services",Both sexes,69.4
2010/03,Canada,Average tenure (months),"Business, building and other support services",Both sexes,69.9
2010/04,Canada,Average tenure (months),"Business, building and other support services",Both sexes,68.3
2010/05,Canada,Average tenure (months),"Business, building and other support services",Both sexes,66.8
2010/06,Canada,Average tenure (months),"Business, building and other support services",Both sexes,63.6
2010/07,Canada,Average tenure (months),"Business, building and other support services",Both sexes,62.4
2010/08,Canada,Average tenure (months),"Business, building and other support services",Both sexes,63.6
2010/09,Canada,Average tenure (months),"Business, building and other support services",Both sexes,67.8
2010/10,Canada,Average tenure (months),"Business, building and other support services",Both sexes,67.9
2010/11,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.3
2010/12,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.8
2011/01,Canada,Average tenure (months),"Business, building and other support services",Both sexes,76.1
2011/02,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.2
2011/03,Canada,Average tenure (months),"Business, building and other support services",Both sexes,75.0
2011/04,Canada,Average tenure (months),"Business, building and other support services",Both sexes,75.0
2011/05,Canada,Average tenure (months),"Business, building and other support services",Both sexes,69.9
2011/06,Canada,Average tenure (months),"Business, building and other support services",Both sexes,69.1
2011/07,Canada,Average tenure (months),"Business, building and other support services",Both sexes,70.4
2011/08,Canada,Average tenure (months),"Business, building and other support services",Both sexes,71.2
2011/09,Canada,Average tenure (months),"Business, building and other support services",Both sexes,69.9
2011/10,Canada,Average tenure (months),"Business, building and other support services",Both sexes,71.9
2011/11,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.8
2011/12,Canada,Average tenure (months),"Business, building and other support services",Both sexes,76.3
2012/01,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.3
2012/02,Canada,Average tenure (months),"Business, building and other support services",Both sexes,71.5
2012/03,Canada,Average tenure (months),"Business, building and other support services",Both sexes,75.2
2012/04,Canada,Average tenure (months),"Business, building and other support services",Both sexes,69.3
2012/05,Canada,Average tenure (months),"Business, building and other support services",Both sexes,67.8
2012/06,Canada,Average tenure (months),"Business, building and other support services",Both sexes,65.4
2012/07,Canada,Average tenure (months),"Business, building and other support services",Both sexes,67.5
2012/08,Canada,Average tenure (months),"Business, building and other support services",Both sexes,68.7
2012/09,Canada,Average tenure (months),"Business, building and other support services",Both sexes,70.1
2012/10,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.7
2012/11,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.6
2012/12,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.6
2013/01,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.6
2013/02,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.0
2013/03,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.8
2013/04,Canada,Average tenure (months),"Business, building and other support services",Both sexes,74.5
2013/05,Canada,Average tenure (months),"Business, building and other support services",Both sexes,68.8
2013/06,Canada,Average tenure (months),"Business, building and other support services",Both sexes,67.2
2013/07,Canada,Average tenure (months),"Business, building and other support services",Both sexes,67.4
2013/08,Canada,Average tenure (months),"Business, building and other support services",Both sexes,68.1
2013/09,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.1
2013/10,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.1
2013/11,Canada,Average tenure (months),"Business, building and other support services",Both sexes,75.2
2013/12,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.6
2014/01,Canada,Average tenure (months),"Business, building and other support services",Both sexes,75.8
2014/02,Canada,Average tenure (months),"Business, building and other support services",Both sexes,75.5
2014/03,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.6
2014/04,Canada,Average tenure (months),"Business, building and other support services",Both sexes,71.6
2014/05,Canada,Average tenure (months),"Business, building and other support services",Both sexes,70.4
2014/06,Canada,Average tenure (months),"Business, building and other support services",Both sexes,72.7
2014/07,Canada,Average tenure (months),"Business, building and other support services",Both sexes,75.2
2014/08,Canada,Average tenure (months),"Business, building and other support services",Both sexes,73.8
2014/09,Canada,Average tenure (months),"Business, building and other support services",Both sexes,76.9
2014/10,Canada,Average tenure (months),"Business, building and other support services",Both sexes,77.5
2014/11,Canada,Average tenure (months),"Business, building and other support services",Both sexes,78.1
2014/12,Canada,Average tenure (months),"Business, building and other support services",Both sexes,77.8
2015/01,Canada,Average tenure (months),"Business, building and other support services",Both sexes,76.6
2010/01,Canada,Average tenure (months),Educational services,Both sexes,116.4
2010/02,Canada,Average tenure (months),Educational services,Both sexes,114.1
2010/03,Canada,Average tenure (months),Educational services,Both sexes,117.9
2010/04,Canada,Average tenure (months),Educational services,Both sexes,117.7
2010/05,Canada,Average tenure (months),Educational services,Both sexes,121.4
2010/06,Canada,Average tenure (months),Educational services,Both sexes,124.3
2010/07,Canada,Average tenure (months),Educational services,Both sexes,125.7
2010/08,Canada,Average tenure (months),Educational services,Both sexes,126.7
2010/09,Canada,Average tenure (months),Educational services,Both sexes,122.7
2010/10,Canada,Average tenure (months),Educational services,Both sexes,121.1
2010/11,Canada,Average tenure (months),Educational services,Both sexes,118.0
2010/12,Canada,Average tenure (months),Educational services,Both sexes,121.5
2011/01,Canada,Average tenure (months),Educational services,Both sexes,123.3
2011/02,Canada,Average tenure (months),Educational services,Both sexes,118.4
2011/03,Canada,Average tenure (months),Educational services,Both sexes,115.8
2011/04,Canada,Average tenure (months),Educational services,Both sexes,121.8
2011/05,Canada,Average tenure (months),Educational services,Both sexes,123.5
2011/06,Canada,Average tenure (months),Educational services,Both sexes,124.9
2011/07,Canada,Average tenure (months),Educational services,Both sexes,124.9
2011/08,Canada,Average tenure (months),Educational services,Both sexes,125.4
2011/09,Canada,Average tenure (months),Educational services,Both sexes,120.3
2011/10,Canada,Average tenure (months),Educational services,Both sexes,118.4
2011/11,Canada,Average tenure (months),Educational services,Both sexes,118.5
2011/12,Canada,Average tenure (months),Educational services,Both sexes,119.1
2012/01,Canada,Average tenure (months),Educational services,Both sexes,120.2
2012/02,Canada,Average tenure (months),Educational services,Both sexes,122.5
2012/03,Canada,Average tenure (months),Educational services,Both sexes,122.2
2012/04,Canada,Average tenure (months),Educational services,Both sexes,125.3
2012/05,Canada,Average tenure (months),Educational services,Both sexes,125.3
2012/06,Canada,Average tenure (months),Educational services,Both sexes,125.6
2012/07,Canada,Average tenure (months),Educational services,Both sexes,127.4
2012/08,Canada,Average tenure (months),Educational services,Both sexes,130.2
2012/09,Canada,Average tenure (months),Educational services,Both sexes,127.3
2012/10,Canada,Average tenure (months),Educational services,Both sexes,124.8
2012/11,Canada,Average tenure (months),Educational services,Both sexes,125.5
2012/12,Canada,Average tenure (months),Educational services,Both sexes,124.6
2013/01,Canada,Average tenure (months),Educational services,Both sexes,128.9
2013/02,Canada,Average tenure (months),Educational services,Both sexes,125.9
2013/03,Canada,Average tenure (months),Educational services,Both sexes,124.7
2013/04,Canada,Average tenure (months),Educational services,Both sexes,128.5
2013/05,Canada,Average tenure (months),Educational services,Both sexes,128.6
2013/06,Canada,Average tenure (months),Educational services,Both sexes,127.5
2013/07,Canada,Average tenure (months),Educational services,Both sexes,129.4
2013/08,Canada,Average tenure (months),Educational services,Both sexes,129.7
2013/09,Canada,Average tenure (months),Educational services,Both sexes,122.3
2013/10,Canada,Average tenure (months),Educational services,Both sexes,122.1
2013/11,Canada,Average tenure (months),Educational services,Both sexes,124.5
2013/12,Canada,Average tenure (months),Educational services,Both sexes,128.1
2014/01,Canada,Average tenure (months),Educational services,Both sexes,127.8
2014/02,Canada,Average tenure (months),Educational services,Both sexes,127.0
2014/03,Canada,Average tenure (months),Educational services,Both sexes,126.7
2014/04,Canada,Average tenure (months),Educational services,Both sexes,129.6
2014/05,Canada,Average tenure (months),Educational services,Both sexes,127.4
2014/06,Canada,Average tenure (months),Educational services,Both sexes,129.7
2014/07,Canada,Average tenure (months),Educational services,Both sexes,130.2
2014/08,Canada,Average tenure (months),Educational services,Both sexes,134.1
2014/09,Canada,Average tenure (months),Educational services,Both sexes,124.8
2014/10,Canada,Average tenure (months),Educational services,Both sexes,122.5
2014/11,Canada,Average tenure (months),Educational services,Both sexes,121.0
2014/12,Canada,Average tenure (months),Educational services,Both sexes,123.1
2015/01,Canada,Average tenure (months),Educational services,Both sexes,123.7
2010/01,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.2
2010/02,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.2
2010/03,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.1
2010/04,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.5
2010/05,Canada,Average tenure (months),Health care and social assistance,Both sexes,111.7
2010/06,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.4
2010/07,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.2
2010/08,Canada,Average tenure (months),Health care and social assistance,Both sexes,111.3
2010/09,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.6
2010/10,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.1
2010/11,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.6
2010/12,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.8
2011/01,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.3
2011/02,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.0
2011/03,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.3
2011/04,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.7
2011/05,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.3
2011/06,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.4
2011/07,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.1
2011/08,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.2
2011/09,Canada,Average tenure (months),Health care and social assistance,Both sexes,115.5
2011/10,Canada,Average tenure (months),Health care and social assistance,Both sexes,117.3
2011/11,Canada,Average tenure (months),Health care and social assistance,Both sexes,115.5
2011/12,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.9
2012/01,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.4
2012/02,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.7
2012/03,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.2
2012/04,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.6
2012/05,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.9
2012/06,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.6
2012/07,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.2
2012/08,Canada,Average tenure (months),Health care and social assistance,Both sexes,109.0
2012/09,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.0
2012/10,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.9
2012/11,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.3
2012/12,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.7
2013/01,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.7
2013/02,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.2
2013/03,Canada,Average tenure (months),Health care and social assistance,Both sexes,115.4
2013/04,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.7
2013/05,Canada,Average tenure (months),Health care and social assistance,Both sexes,115.4
2013/06,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.8
2013/07,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.5
2013/08,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.9
2013/09,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.0
2013/10,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.7
2013/11,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.1
2013/12,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.4
2014/01,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.1
2014/02,Canada,Average tenure (months),Health care and social assistance,Both sexes,111.5
2014/03,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.6
2014/04,Canada,Average tenure (months),Health care and social assistance,Both sexes,112.1
2014/05,Canada,Average tenure (months),Health care and social assistance,Both sexes,108.9
2014/06,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.2
2014/07,Canada,Average tenure (months),Health care and social assistance,Both sexes,108.9
2014/08,Canada,Average tenure (months),Health care and social assistance,Both sexes,110.1
2014/09,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.2
2014/10,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.4
2014/11,Canada,Average tenure (months),Health care and social assistance,Both sexes,114.5
2014/12,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.9
2015/01,Canada,Average tenure (months),Health care and social assistance,Both sexes,113.9
2010/01,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,95.9
2010/02,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,97.3
2010/03,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,96.7
2010/04,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.0
2010/05,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,97.3
2010/06,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,93.8
2010/07,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,91.0
2010/08,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,89.3
2010/09,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.7
2010/10,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,99.8
2010/11,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,108.5
2010/12,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,100.1
2011/01,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.1
2011/02,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,96.8
2011/03,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.1
2011/04,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.1
2011/05,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,91.9
2011/06,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,87.0
2011/07,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,83.9
2011/08,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,87.7
2011/09,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,94.5
2011/10,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,95.4
2011/11,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,97.5
2011/12,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,101.6
2012/01,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.6
2012/02,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,96.1
2012/03,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,97.8
2012/04,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,99.9
2012/05,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,94.5
2012/06,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,92.8
2012/07,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,86.3
2012/08,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,89.9
2012/09,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,92.7
2012/10,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,94.8
2012/11,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,96.9
2012/12,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,97.9
2013/01,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,97.1
2013/02,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,96.4
2013/03,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.6
2013/04,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,99.8
2013/05,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,95.2
2013/06,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,92.7
2013/07,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,89.9
2013/08,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,92.2
2013/09,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,98.4
2013/10,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,100.8
2013/11,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,104.2
2013/12,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,104.9
2014/01,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,101.2
2014/02,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,103.0
2014/03,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,104.0
2014/04,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,102.4
2014/05,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,97.0
2014/06,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,95.6
2014/07,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,92.5
2014/08,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,93.8
2014/09,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,102.9
2014/10,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,105.6
2014/11,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,108.9
2014/12,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,105.4
2015/01,Canada,Average tenure (months),"Information, culture and recreation",Both sexes,99.4
2010/01,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.4
2010/02,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.1
2010/03,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.6
2010/04,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.0
2010/05,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.4
2010/06,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.2
2010/07,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.1
2010/08,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.6
2010/09,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.2
2010/10,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.9
2010/11,Canada,Average tenure (months),Accommodation and food services,Both sexes,52.5
2010/12,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.6
2011/01,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.1
2011/02,Canada,Average tenure (months),Accommodation and food services,Both sexes,55.0
2011/03,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.4
2011/04,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.7
2011/05,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.7
2011/06,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.3
2011/07,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.0
2011/08,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.8
2011/09,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.5
2011/10,Canada,Average tenure (months),Accommodation and food services,Both sexes,52.0
2011/11,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.2
2011/12,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.6
2012/01,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.0
2012/02,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.2
2012/03,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.8
2012/04,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.8
2012/05,Canada,Average tenure (months),Accommodation and food services,Both sexes,47.8
2012/06,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.1
2012/07,Canada,Average tenure (months),Accommodation and food services,Both sexes,48.5
2012/08,Canada,Average tenure (months),Accommodation and food services,Both sexes,47.6
2012/09,Canada,Average tenure (months),Accommodation and food services,Both sexes,49.2
2012/10,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.7
2012/11,Canada,Average tenure (months),Accommodation and food services,Both sexes,52.2
2012/12,Canada,Average tenure (months),Accommodation and food services,Both sexes,52.6
2013/01,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.6
2013/02,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.2
2013/03,Canada,Average tenure (months),Accommodation and food services,Both sexes,55.2
2013/04,Canada,Average tenure (months),Accommodation and food services,Both sexes,55.5
2013/05,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.5
2013/06,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.3
2013/07,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.5
2013/08,Canada,Average tenure (months),Accommodation and food services,Both sexes,50.4
2013/09,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.0
2013/10,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.1
2013/11,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.9
2013/12,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.2
2014/01,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.4
2014/02,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.0
2014/03,Canada,Average tenure (months),Accommodation and food services,Both sexes,53.2
2014/04,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.9
2014/05,Canada,Average tenure (months),Accommodation and food services,Both sexes,55.2
2014/06,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.8
2014/07,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.7
2014/08,Canada,Average tenure (months),Accommodation and food services,Both sexes,52.0
2014/09,Canada,Average tenure (months),Accommodation and food services,Both sexes,52.9
2014/10,Canada,Average tenure (months),Accommodation and food services,Both sexes,54.1
2014/11,Canada,Average tenure (months),Accommodation and food services,Both sexes,51.7
